Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Attack,anomaly_score
80,119915390,271,472,463399,444536,5840,6,1709.95941,2206.380945,4380,6,941.8135593,919.9892591,7571.463513,6.196035388,161611.0377,581624.0956,3917023,0,120000000,444131.0741,898864.8154,3917023,9,120000000,254533.1125,724604.9301,3946921,0,0,0,0,0,5420,9440,2.25992677,3.936108618,6,5840,1226.229839,1567.063711,2455688.675,0,0,0,0,1,0,0,0,1,1227.880215,1709.95941,941.8135593,5420,0,0,0,0,0,0,271,463399,472,444536,64240,65535,270,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.09816270402798677
443,70794927,2670,2965,20255,6538791,225,0,7.586142322,21.06113145,8760,0,2205.325801,956.3936693,92648.53116,79.59609874,12565.65974,790484.0115,58600000,-1,70800000,26524.88835,1148442.545,58600000,1,70700000,23859.98752,1090316.468,58600000,0,0,0,0,0,64452,59312,37.71456675,41.88153199,0,8760,1163.776792,1298.376181,1685780.708,0,0,0,1,0,0,0,0,1,1163.983319,7.586142322,2205.325801,64452,0,0,0,0,0,0,2670,20255,2965,6538791,8192,363,1903,20,1339225.0,1621770.616,2485990,192460,34000000.0,34700000.0,58600000,9480533,BENIGN,0,-0.09802543993298629
443,64312577,331,594,6391,1096517,1448,0,19.3081571,121.1639081,4344,0,1845.988215,796.3417929,17149.18063,14.3828788,69602.35606,1919466.546,58300000,0,62900000,190588.1909,3210571.902,58300000,1,64100000,108114.2496,2404391.584,58500000,1,0,0,0,0,10984,19040,5.14673825,9.236140545,0,4344,1191.045356,1086.312415,1180074.664,0,0,0,1,0,0,0,0,1,1192.332973,19.3081571,1845.988215,10984,0,0,0,0,0,0,331,6391,594,1096517,29200,361,28,32,4359896.0,0.0,4359896,4359896,58300000.0,0.0,58300000,58300000,BENIGN,0,-0.09758229038557553
443,118841406,2571,2637,11079,9190916,325,0,4.309218203,9.043887192,11680,0,3485.368221,2112.209175,77430.88297,43.82310994,22823.39274,1149624.073,58900000,-10,119000000,46241.79222,1636207.158,58900000,0,119000000,45052.71775,1617203.962,59000000,1,0,0,0,0,67988,52752,21.63387397,22.18923596,0,11680,1766.556921,2299.504876,5287722.677,0,0,0,1,0,0,0,0,1,1766.896121,4.309218203,3485.368221,67988,0,0,0,0,0,0,2571,11079,2637,9190916,8192,64,1677,20,715009.5,893625.2866,1346898,83121,58700000.0,388939.1352,58900000,58400000,BENIGN,0,-0.09754557876435732
80,118478647,227,401,364367,407361,5840,6,1605.140969,2080.533542,3458,6,1015.862843,926.9885806,6513.646294,5.300533184,188961.1595,651847.9171,3310897,0,118000000,524241.8009,1003927.57,3310897,14,118000000,296121.7475,807655.9463,3341187,0,0,0,0,0,4540,8020,1.915957058,3.384576125,6,5840,1236.197138,1489.641932,2219033.085,0,0,0,0,1,0,0,0,1,1238.165605,1605.140969,1015.862843,4540,0,0,0,0,0,0,227,364367,401,407361,64240,65535,226,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,-0.09719540458971576
80,117849065,40,59,80121,4820,4266,6,2003.025,2126.321158,244,6,81.69491525,110.8660662,720.7609157,0.840057577,1202541.48,2469033.686,9800603,1,118000000,3021770.897,3151252.873,9800603,222021,118000000,2027973.897,3090011.136,10000000,1,1,0,0,0,800,1180,0.339417203,0.500640374,6,4266,891.49,1670.151741,2789406.838,0,1,0,0,1,0,0,0,1,900.4949495,2003.025,81.69491525,800,0,0,0,0,0,0,40,80121,59,4820,63752,65535,39,20,5652298.778,4379731.313,11700000,222510,7416729.667,1649986.91,9800603,5181134,BENIGN,0,-0.09714215976930995
443,118891225,314,650,19090,1221668,2172,0,60.79617834,177.3705797,4380,0,1879.489231,969.3342102,10436.07718,8.108251892,123459.216,2655947.084,58400000,-1,119000000,379844.1693,4653205.647,58400000,1,119000000,183168.0817,3236402.04,58500000,1,0,0,0,0,6300,13012,2.6410696,5.467182292,0,4380,1285.759585,1170.881657,1370963.855,0,0,0,1,0,0,0,0,2,1287.093361,60.79617834,1879.489231,6300,0,0,0,0,0,0,314,19090,650,1221668,29200,155,313,20,1131838.0,1520921.633,2207292,56384,58300000.0,172427.9886,58400000,58200000,BENIGN,0,-0.09712450774386627
443,73915729,714,864,11911,1651687,362,0,16.68207283,36.41934412,4380,0,1911.674769,866.396482,22506.68461,21.34863609,46871.10273,1485052.145,58900000,0,73900000,103668.6241,2208096.832,58900000,3,73800000,85542.10429,2008848.501,59000000,1,0,0,0,0,15816,17292,9.659649031,11.68898706,0,4380,1053.576947,1140.816935,1301463.278,0,0,0,1,0,0,0,0,1,1054.244613,16.68207283,1911.674769,15816,0,0,0,0,0,0,714,11911,864,1651687,8192,34,586,20,14900000.0,0.0,14900000,14900000,58900000.0,0.0,58900000,58900000,BENIGN,0,-0.09678819466891952
443,62758191,1970,1809,11367,4030064,205,0,5.770050761,18.1652987,4380,0,2227.785517,875.4463895,64396.86893,60.21524744,16611.48518,942152.2241,57900000,0,62800000,31873.129,1305035.376,57900000,0,62500000,34561.8479,1368217.958,58200000,1,0,0,0,0,64988,36204,31.39032481,28.82492263,0,4380,1069.16164,1264.61326,1599246.697,0,0,0,1,0,0,0,0,0,1069.444562,5.770050761,2227.785517,64988,0,0,0,0,0,0,1970,11367,1809,4030064,8192,35,943,20,4432696.0,0.0,4432696,4432696,57900000.0,0.0,57900000,57900000,BENIGN,0,-0.09660979721712615
443,61855606,1235,1881,62401,3192321,1679,0,50.52712551,248.0814811,4290,0,1697.140351,873.7362062,52618.0602,50.37538554,19857.3374,1038223.084,57900000,0,61900000,50126.09887,1651751.535,58000000,1,61800000,32852.02287,1337244.847,58000000,1,0,0,0,0,24724,37632,19.96585402,30.40953151,0,4290,1044.184151,1064.903784,1134020.068,0,0,0,1,0,0,0,0,1,1044.519255,50.52712551,1697.140351,24724,0,0,0,0,0,0,1235,62401,1881,3192321,8192,1622,1233,20,3816323.0,0.0,3816323,3816323,57900000.0,0.0,57900000,57900000,BENIGN,0,-0.09638308841573318
443,73848760,354,516,16682,863240,1402,0,47.12429379,144.2535395,4380,0,1672.945736,983.417898,11915.18991,11.78083423,84981.31185,1998699.961,58200000,0,73800000,209203.2861,3134473.002,58200000,1,73600000,142960.2369,2597114.003,58300000,1,0,0,0,0,7092,10332,4.793580827,6.987253408,0,4380,1010.243398,1104.542378,1220013.865,0,0,0,1,0,0,0,0,1,1011.404598,47.12429379,1672.945736,7092,0,0,0,0,0,0,354,16682,516,863240,8192,2487,353,20,3247449.0,4045599.726,6108120,386778,33600000.0,34900000.0,58200000,8891957,BENIGN,0,-0.09631560737260858
443,118322063,2723,2260,20641,6344197,316,0,7.58024238,24.61574809,11680,0,2807.166814,2154.841557,53792.4867,42.11387017,23749.91228,1173124.019,58600000,0,118000000,43468.79611,1586953.657,58600000,0,118000000,52336.6317,1745165.706,58800000,0,0,0,0,0,73956,45212,23.01345946,19.10041072,0,11680,1277.054173,2012.009501,4048182.231,0,0,0,1,0,0,0,0,0,1277.310456,7.58024238,2807.166814,73956,0,0,0,0,0,0,2723,20641,2260,6344197,8192,357,1795,20,557780.0,674579.8693,1034780,80780,58600000.0,115483.2653,58600000,58500000,BENIGN,0,-0.09625886016609697
80,111523157,408,452,4946,949922,265,0,12.12254902,43.94182754,8996,0,2101.597345,912.148793,8562.060344,7.711402933,129829.0536,3004326.232,87100000,0,112000000,274012.6708,4362913.052,87100000,1,24400000,54049.9357,610546.7661,10500000,1,0,0,0,0,9804,9052,3.658433019,4.052969914,0,8996,1109.022067,1235.835398,1527289.131,0,0,0,1,0,0,0,0,1,1110.311628,12.12254902,2101.597345,9804,0,0,0,0,0,0,408,4946,452,949922,8192,1382,271,20,3777591.5,5085753.094,7373762,181421,8405121.5,2877044.251,10400000,6370744,BENIGN,0,-0.09593390281867675
443,62352947,1270,1857,67946,3244720,1677,0,53.5007874,257.5931048,4290,0,1747.29133,901.5022596,53127.6573,50.14999532,19946.56014,1046110.42,58500000,0,62400000,49135.49803,1644086.337,58600000,48,62300000,33545.02155,1358480.434,58500000,1,0,0,0,0,25668,37152,20.36792263,29.78207269,0,4290,1059.036445,1096.183263,1201617.746,0,0,0,1,0,0,0,0,1,1059.37512,53.5007874,1747.29133,25668,0,0,0,0,0,0,1270,67946,1857,3244720,8192,1622,1253,20,3770390.0,0.0,3770390,3770390,58500000.0,0.0,58500000,58500000,BENIGN,0,-0.09590047873754792
